- [-68, 70, 15, -61, 19, -45, -13, 52, -55, 23, 81, 9, -91, -31, -61, 97, -62, 78, -77, -86, 0, 33, 30, 60, -76, 87, -5, 62, -75, 50, -96, -67, 22, 64, 40, -76, -10, -100, 19, 60, 34, 45, 16, 53, -89, 59, 44, -99, -85, 58, -92, 92, 76, -72, -44, 57, 27, -84, 80, 57, -3, 83, -41, -34, -19, 24, -81, -43, 44, -75, -28, 0, 98, 82, 43, -42, -29, 14, -36, 12, 7, 20, 100, 80, -50, 57, 12, -56, -70, -61, 91, -27, -1, -27, 41, 35, -54, 75, -9, 39]
- [-8, 49, 8, -73, 12, -79, -10, 68, 89, -16, 24, 21, 85, 61, -32, 22, 3, -46, -87, -60, -34, -5, 60, 94, -43, 47, 51, -95, -42, 83, 1, 40, 24, 12, -92, 56, -49, 38, 55, 59, 5, 2, 88, -92, -78, 68, 2, -16, -84, -34, -57, 55, -66, 79, -54, -91, -61, -82, -77, -56, -60, 14, 61, 53, 46, -65, -1, 22, 61, -61, -41, 44, 32, 11, 71, 28, -99, -1, -92, 89, -2, 100, 60, -84, 3, -19, 13, 5, 95, -19, -21, 89, 48, -39, 16, -32, -70, 84, -76, 49]
- [-45, 96, -85, -88, -28, -49, 75, 99, 97, 39, -98, -35, -88, 34, -1, -33, 94, 12, -4, -33, 73, 35, 52, -65, 4, 55, 63, -39, 95, -10, 30, -96, -97, 97, 38, -49, 57, 54, 25, -20, -80, 32, -15, 28, -7, -1, 24, -23, -28, 34, 12, -13, 13, 35, 17, -90, 94, -89, -80, 71, 2, -45, 96, -37, 77, -83, -63, -58, -82, 15, -13, 22, -71, -70, -74, 56, 73, 94, 13, 33, 100, -72, -95, -3, -45, -32, 67, -72, 78, 81, 58, -82, -21, 50, -26, -15, -31, -40, 46, -72]
- [-28, -100, -82, 98, 30, 98, -79, 73, -7, -54, 0, 52, -78, 88, 42, 50, 62, -4, 49, 0, -54, 0, 50, 73, 87, -18, -34, 76, 35, -21, -56, -96, 39, -46, 54, -29, -17, 31, -98, -96, 38, 91, -38, 29, 0, -35, 39, 47, 42, 90, 12, -24, -83, 83, 49, 57, -18, 71, 3, 64, -93, -28, -22, -61, 4, -9, 36, 25, -36, -10, -5, 31, -68, -4, -18, 88, 77, -9, 78, -25, 32, 73, 25, 5, 23, -7, 88, 88, -60, -87, 49, 57, -38, 82, -26, -50, 62, -88, 17, 85]
- [-63, -3, 69, -66, 41, 40, 65, 43, 91, -76, 92, 53, -37, -66, -36, 15, -57, -82, 31, 95, 42, 52, 88, -22, 36, 58, 95, 9, 78, 0, 29, 31, -56, 1, 25, -2, -65, -19, 55, 24, -84, 45, 54, -87, 54, -68, -88, -85, 78, -56, 23, -18, -55, 87, 75, -16, -39, 32, -48, 76, -82, -76, -13, 16, -76, -25, 51, -7, -13, -55, -51, -72, 55, 13, 21, 49, -78, 68, -46, -29, -28, -25, 81, -2, 60, -53, 25, -3, 26, 94, 14, -81, 73, 46, 83, -30, -55, -53, -91, 5]
- [-64, 57, 20, -59, -37, 32, -94, 8, -68, -16, 48, 1, 34, -89, -3, -43, 65, 50, 20, 15, 20, -68, 94, -87, 4, 17, 55, -92, -42, 46, -68, -34, -94, -8, 32, -14, 67, -41, 15, -41, 88, 92, -68, 65, 1, -81, 78, -15, -81, -9, -48, 82, -18, -75, 8, 39, 39, -85, 27, 45, 2, 23, 0, -16, 46, 13, 67, -68, -14, -1, 18, -50, 77, 87, 18, -50, -10, 74, 42, -88, 89, -40, -66, -50, 14, -9, -34, 58, 66, -78, 96, 72, 97, 64, 43, 77, 3, -42, 44, 86]
- [63, 26, 52, -88, 1, 73, -77, -100, 47, 6, 28, -83, -70, -2, -36, 18, 67, -96, 0, 86, 22, -94, 69, 65, 19, -6, 94, -35, -68, -76, 27, -86, 47, -86, 48, 83, -7, 24, 51, 14, 86, 17, -67, -70, -32, 8, 95, 20, 54, -93, -30, 44, 28, -54, 68, -100, -26, -49, -19, -44, 3, -86, 75, 80, 75, 16, -98, 59, -12, 95, -73, -91, -42, -16, 49, 74, -26, 36, -76, 89, 99, -73, -46, 54, 40, 47, 75, -22, 71, -86, 65, -30, 62, -3, 40, 8, 14, -16, 44, 44]
- [59, 90, -37, 17, 34, 87, 1, 74, 64, -33, 99, 44, 54, -12, 36, -58, -34, 16, 12, -95, 65, -32, -88, 17, 78, 71, -22, -5, 36, 58, -35, 18, -1, -66, 3, 81, 26, -21, -7, -98, 15, 22, 21, 88, -15, -58, -26, -45, -58, 98, -69, 7, -91, -43, -54, -98, 71, 7, -54, 12, 74, -27, -45, -27, 48, 22, -86, 93, -46, -61, -22, 33, -72, 0, -16, 15, 11, 62, 88, 53, 88, 38, -93, -76, 12, 2, -75, -86, -84, 66, 70, 84, 18, 81, 24, 7, -93, -1, -64, 84]
- [53, 69, -32, 73, -52, 23, 44, 5, 32, 66, -74, 72, 26, -50, 0, 98, -28, -79, -17, -14, -24, -81, -46, -91, 74, -39, -36, 0, 60, -9, -7, 29, -82, 25, 44, 30, -62, -65, 67, 98, -63, -42, 57, -22, 64, 57, 51, -90, -9, 71, -80, 25, -6, 89, 1, -31, 1, 25, -19, 44, 95, -77, 29, 87, -64, -82, -38, 21, 47, 96, 42, 76, -9, 74, -58, 88, -80, 72, -100, 59, -51, -25, -60, -20, -43, -63, -36, 62, -68, -71, -2, -34, 63, 2, -38, 78, 71, -95, -27, 64]
- [-93, -54, -18, 6, -85, -97, 78, -38, 57, -52, -2, -4, 47, 11, 45, 10, 0, 4, -72, -27, 6, -77, -100, 46, -28, -92, 30, -60, 14, -62, 93, 65, -97, 74, -37, 52, 10, 64, 34, -45, 11, 42, 46, 19, 93, -77, 0, -49, 17, 43, 66, 26, 96, 77, -1, -11, 77, -90, -14, -40, 69, 11, 50, 77, 6, -82, 23, -62, -12, 91, -5, -2, 15, 70, -45, -2, 45, 60, 74, 22, 38, 100, 92, 29, -95, -52, 57, -33, -89, 61, 22, -7, -41, -90, -34, 92, -16, 51, -16, -37]
- [-84, -22, -100, 62, 18, 47, 52, 96, -84, 51, -36, 62, -65, -94, 98, -11, -39, -22, -98, -82, -19, 65, -26, -91, -82, 19, -57, 68, -77, 66, -80, -43, -54, -71, -39, -72, 32, -48, 56, 54, 48, 65, -89, 41, -34, -21, 65, 100, -81, 53, -89, 65, -36, 87, -11, -28, -90, 48, -69, 63, -1, -66, -58, 89, 0, -11, 18, 14, -83, -43, 33, -87, 79, -80, 90, 2, 76, 84, -87, -68, -20, -32, -28, 67, -22, 49, -58, 15, -19, -29, -42, -73, 83, -33, 14, -48, -70, -29, -56, -12]
- [-25, -8, -71, -39, -100, 63, -19, 6, -74, 50, -83, -33, -42, -88, 77, 100, -56, -98, 73, 36, 30, 89, -99, -56, -83, -8, 70, -26, -5, -66, -37, 85, -32, -26, 26, -86, 76, 59, -82, 80, -14, 2, -87, 13, -52, -69, 47, 95, 58, 63, -15, 90, -8, -99, 50, 91, -72, -54, 27, 93, 6, -82, 27, -27, 76, -92, 77, -85, -91, -98, 84, -73, -91, 42, -97, -16, -14, 52, 10, 33, -2, 36, 31, 91, 90, -16, -61, -92, -46, 5, 95, 83, -8, 97, 84, 61, 52, 83, -92, -96]
- [-13, 81, 49, 90, 20, 67, -37, 1, 35, 18, 39, 76, -80, 100, 9, 54, 12, -90, 28, 56, -47, -53, 8, -18, 70, 42, 80, 17, 63, -38, -16, 49, 89, -18, -83, 16, 26, 31, -66, 56, 67, 1, -21, 7, 14, -10, 32, -96, 43, 7, 54, -40, -62, 46, 4, -63, -72, -68, 14, -13, -2, -43, -73, -71, 84, -31, -66, 66, -100, -48, -37, 1, -58, -32, -52, -77, 62, 19, 70, 37, 84, 89, 49, 82, 80, -62, -91, 88, -6, 63, -77, 54, -52, 52, -33, -10, 0, 39, 54, 53]
- [70, 60, 17, -78, -81, 0, -28, -70, -10, -14, -81, -70, 42, -10, 6, -27, -66, -28, 50, 7, 64, -31, 83, 53, -98, -8, 81, -39, -47, -51, 86, -18, -64, 36, 78, 87, -93, 32, -65, -88, -88, -34, -31, -41, -28, -37, -83, 11, 14, -7, 23, -45, -73, -100, -22, 0, 35, 97, -2, 20, 52, 52, -95, -72, -85, 23, -8, -5, 76, -15, -88, -10, 17, 96, -67, -86, -34, -65, 84, -78, 82, -67, -29, 52, 33, 54, 98, -75, 51, -1, -92, 68, -39, 56, -66, -88, 59, 21, -40, -55]
- [-42, -15, -7, 9, 94, -26, -34, 65, -36, 62, 13, 57, -92, -75, -45, -61, -53, 68, -84, -49, 59, 67, 66, -8, -76, -68, -56, -85, 0, 97, -31, -19, -8, 91, 3, 80, -98, 39, -62, 55, -17, -66, 6, 18, 46, -1, -59, 36, -9, -21, -92, -53, 93, 4, -9, -1, -36, 41, -93, -74, 64, 37, -84, 30, -94, 56, -19, 57, 59, 16, -2, -97, 39, 77, -13, -2, -62, 78, 8, -12, 53, -37, -51, -37, 99, -100, -23, -85, -99, 5, 75, 62, -100, -56, -65, -5, 44, -29, -49, -99]
- [-70, 32, 87, 70, -26, -4, -45, 96, 96, 97, -12, -19, -97, -17, 43, 4, -63, 82, 94, -70, 5, -89, -79, -89, 60, -62, -94, -43, -50, 38, 15, 81, 13, -63, 0, -30, -74, -96, 24, 100, 68, 46, 46, 32, 16, -54, -54, 13, -9, 5, 90, 18, 40, 81, 0, -64, -12, 95, 51, -9, -25, -30, 77, 6, 47, -90, -31, 70, 60, -97, -72, -41, 48, -63, 34, 11, 21, -39, 85, 76, -97, 19, 58, -22, 32, 8, -17, -89, -100, 31, 94, -8, 61, -83, -13, 0, 28, 85, -47, 81]
- [-7, -83, -57, 4, 56, 37, 39, 11, -48, 68, -82, 81, -28, -38, -62, 87, 20, 6, -19, -72, -87, -66, -42, -72, 85, -55, -40, 87, 84, -90, 57, -81, 25, -20, -74, 7, 18, -33, 94, 30, 66, 0, 18, 47, -96, -52, -71, -64, -81, 33, 64, -56, 39, 0, -47, 27, -85, -7, 60, -34, -48, 97, 75, -97, 22, 55, 93, 88, 28, 34, 11, -74, -71, 28, -55, 10, -45, -64, -31, -65, -78, 54, 0, 54, -16, 93, -80, -52, 14, -4, 66, -23, 19, 25, 49, -61, -20, -25, -99, -65]
- [-7, 45, 5, 74, 10, 28, -22, 96, 100, 12, -21, 2, 98, -34, -45, 38, -85, -92, 26, 82, -6, 54, -46, 81, -100, -71, -4, -8, -4, 32, 40, -79, -84, 12, 4, -64, -27, 92, -82, -40, 40, -14, 4, -46, -46, 20, 6, 47, 23, 67, 25, 68, -70, 95, -87, -64, 97, -85, 35, -64, -42, -69, 97, -4, -85, 96, -66, 26, 34, -21, -12, 61, 11, 57, 56, 74, 62, -71, 89, -85, 98, -2, -15, -8, -96, 45, 41, 92, 24, 64, 23, -2, 28, -61, -89, -75, -40, 42, -4, 37]
- [-56, -99, -65, -100, -44, -39, 66, -6, -22, 55, -43, 49, -93, 68, 80, -84, 60, 76, -99, -38, 15, -87, 63, 75, 33, 4, -25, -62, -38, 27, 73, -75, -4, -86, -26, 34, -53, -30, 41, 45, -60, -66, 10, -27, -84, 76, 97, 16, 10, -57, -39, 82, 36, -56, -87, 32, 25, 16, 89, 95, 46, 2, -1, 24, -95, 70, 46, -44, -23, 52, -49, 21, -26, -5, -67, -7, -30, 25, 28, -57, -50, 9, -48, 38, -13, -46, 84, 4, -18, 28, 70, 32, -78, 49, -36, 62, -4, -50, 6, 31]
- [-43, -51, -57, -31, 79, 44, 39, -81, -52, 83, 13, 7, -8, -77, -45, -32, -16, 99, 70, -38, 62, 72, 92, -19, 5, 51, -24, 16, 77, -57, 77, -63, -3, -80, 93, -25, -56, 60, 74, -12, -40, 53, -57, 16, 86, -83, 26, -6, 64, -90, 31, -71, -86, 69, -89, 76, 11, -78, -15, 2, 10, 6, -86, -55, -26, 19, -12, -47, 22, 22, 19, 27, 24, 58, -96, 95, -20, 100, -48, -77, -24, -61, -19, 100, 14, 3, 58, 0, 33, 73, 11, 8, -80, -95, -53, -11, -99, -14, 82, 54]
- [67, 50, 51, -23, -86, -39, -91, 19, 14, 81, -61, -50, 49, 70, 97, -17, 100, -76, 78, 51, 12, -25, -41, -77, 50, 7, 31, 90, 43, -56, -33, 23, 79, 96, 96, -63, 57, 68, 27, -39, -52, 85, 86, -96, 50, 17, -17, -45, -82, -85, 31, 41, -25, -17, 49, -37, 10, -19, 28, -13, 23, -82, -93, -1, 67, -96, 21, -18, -74, 55, 47, -5, -47, -50, -89, 74, -66, 25, -66, -24, 82, -52, -50, 35, -35, 89, 10, -79, 73, -100, -70, -55, 63, 56, 33, 46, 11, 38, 74, -58]
- [42, -6, -34, -46, 69, -91, -39, -61, -5, 57, 10, 5, 59, 75, 60, -38, 83, 77, 8, 1, 79, -12, -16, -19, 71, -47, 94, 55, -93, -54, 62, -34, 37, 6, -12, 78, -67, 68, 51, 53, 15, -78, -47, -86, -48, -91, 0, 86, -97, 42, -59, 24, -97, 90, 53, 78, -15, -54, 85, 1, -57, -72, 63, -35, -62, 82, -78, 60, -86, 49, -58, 62, -69, -61, -66, 44, -92, -49, 91, -86, 33, 24, 20, 19, 7, 24, -63, 0, 23, 30, 75, -49, -67, -71, 45, -88, 14, -73, 18, -42]
- [90, 65, -42, 63, -54, -44, -95, -79, -59, 16, -14, 18, 42, 39, -44, 1, 11, -95, -2, 43, 25, 42, 94, 3, 39, 77, -67, -3, -97, -23, -45, 78, 89, -6, 39, -7, 96, -85, -60, -28, 60, 80, 72, 37, 83, 30, -66, 52, 98, 5, -88, 22, 58, -37, 51, 29, -54, 49, -17, 53, 75, -56, -93, -7, 75, -49, 29, 68, -98, -92, 16, -88, 2, -89, 24, 63, -27, 49, 4, 60, 26, 29, 86, 8, 80, -73, 94, -66, 64, -67, 99, 85, -58, 18, 92, 41, -58, -79, 65, 51]
- [45, 42, 53, 68, 31, -27, -95, 34, 95, 26, 0, -76, -91, -2, -39, 12, 8, 19, 3, -46, 58, -75, 40, 6, 61, -5, -18, -67, 55, 28, -56, 18, 71, 83, 10, 18, -93, -98, 32, 4, 6, -2, -3, 7, 23, 80, -11, 99, -54, -18, -70, 41, 98, -4, 60, -37, -94, 3, -61, -88, 18, -61, -2, -80, -50, -36, -30, -40, 93, 10, -41, 49, 48, 96, 64, 83, 70, 22, 12, -4, 63, 89, 34, -90, 68, 22, 34, 83, 0, -60, 0, -72, 55, 21, -58, 26, -43, -29, -95, -71]
- [54, 86, -40, -63, -49, -85, -2, -17, -60, 70, -82, 69, -81, -91, -74, -44, 7, -49, -3, 87, -84, -22, -64, -87, 33, -25, 2, 37, -26, -72, 78, -28, -54, -17, -20, 43, -30, 100, 54, 99, -88, -27, 59, -67, 83, 89, 57, 91, -94, -49, 51, 55, 44, 96, -21, 0, -83, 38, 85, 56, 70, -37, -24, -13, 32, 63, 8, -88, -9, -15, -39, 95, -44, -25, 68, 97, -77, 71, 30, -64, 81, -31, 23, 14, 89, 17, -40, 15, 41, 61, -85, -45, -17, -8, 1, -34, -87, -82, 38, 25]
- [88, -68, -52, 15, 23, 1, 74, -46, -92, -57, -34, 0, -36, 97, 19, 91, 27, -93, 42, 99, -11, -26, -92, 1, -87, 13, -62, 23, 43, 88, -57, -46, 4, 28, 94, 70, 78, 10, -56, 49, 53, 79, -28, 90, -65, 95, -48, -24, -49, -8, 6, -8, -29, 92, 78, -35, -41, 62, 57, -92, 20, -1, -59, -30, 42, 22, -75, 53, 7, -1, -95, -75, 80, -81, -69, 36, 50, 18, -15, 58, -22, 25, 82, 20, -33, 32, 84, -22, -94, 1, -47, -14, 73, 75, 97, -62, 97, 23, 90, 69]
- [46, -68, 73, -61, -99, 2, -7, -4, -44, -73, -29, 44, -9, -69, -69, 69, -22, 39, -86, 99, -73, 12, 36, 26, 4, 4, -83, 20, 48, -58, 59, -26, -100, -21, -12, -31, -74, -63, 68, 52, -47, 39, 26, 29, 80, -68, -31, 30, -73, -85, 48, -31, 14, -52, 9, -83, 34, 34, -91, -53, -1, 16, 63, -64, -100, -47, 45, 71, -92, 30, 95, 19, -98, 60, 6, 70, -16, -75, -95, 88, -23, 80, 3, -3, -11, -75, -41, 96, 87, -28, 62, -76, 56, -46, -34, -32, -87, -71, -35, 54]
- [-28, 0, 53, -6, 23, -73, -52, -54, 1, 94, 57, -94, 11, 69, 32, 14, -14, -24, -74, 43, -91, -5, 30, 80, 97, -50, 85, -87, 51, 16, 50, 15, -84, -71, -6, -17, -91, 80, -51, 7, -88, -59, 88, 59, -100, -95, 23, 7, -20, -60, -4, -30, -31, -19, 6, -82, 88, 52, -47, 48, -1, 87, 73, 75, -49, -85, -93, -19, -26, 39, -91, -36, 35, 86, 80, 2, -70, 59, -63, 83, 8, -51, 11, 7, 31, -29, -72, -32, 53, 72, -93, 54, 27, 93, -91, -42, -54, -46, -44, 88]
- [-35, 77, -25, 87, -62, 69, 99, -63, -65, 92, -24, -99, -21, -12, 43, 45, 0, -34, 50, 27, 78, 58, -85, 59, -69, -38, 64, -46, -90, -75, 19, 29, 43, -69, 20, 85, 65, 36, -78, -48, 15, -22, 56, 6, 23, 73, 49, -22, -53, 45, -81, 67, 12, -52, -23, -69, -37, 1, 32, -12, -68, 70, 5, -15, 44, 54, -78, 51, 9, 1, 44, -2, -30, -71, 26, 40, -2, 13, 16, -35, 83, 74, 22, -33, 11, 54, -50, -82, -26, 54, -13, 91, -66, 49, 37, 98, -39, 84, -82, 50]
- [61, -68, 8, -29, 3, -92, 44, 54, 59, -72, 32, -89, -55, 99, 90, -78, -73, -40, -50, -66, -81, 12, -28, -3, -44, 53, 84, 61, 51, 23, 11, 51, -100, 12, 17, -86, -62, 37, -67, -41, 84, -61, 100, -62, 100, 8, 76, -98, -78, 2, -70, -40, 67, 62, 20, 10, -35, 88, 7, -47, -26, -63, -14, 64, -47, -43, 5, 29, 17, -23, 11, 52, 15, -18, 90, 49, 53, -92, 6, 1, 22, 78, -58, -1, -49, -13, -35, 6, -50, 55, 45, -23, -12, -14, 98, 39, -74, -27, 87, 32]
- [-64, 58, -2, 73, 77, -3, -3, 7, -77, 22, 21, 36, -88, -67, -56, 66, 48, 1, 0, 60, 79, -31, -99, 56, 89, 81, -52, 43, 26, -43, 61, -95, -98, 89, -100, 100, -48, -85, 6, 86, -91, 76, 23, 30, 83, -26, 18, 71, 73, -48, 20, -32, 0, 75, -26, 22, -32, 36, 84, -41, -48, 63, 63, 16, -74, -73, 38, 57, -12, -19, -16, -48, -18, -69, -47, 57, -66, -49, 7, 41, 80, -4, -33, -37, 60, -15, 85, -29, 77, -6, 59, -65, 55, 19, 19, 80, -40, 48, 36, 25]
- [-48, -4, -7, -32, 95, -65, 85, -87, -41, 93, 60, 36, -9, 80, 5, 60, 80, 46, -90, -47, -59, 32, -23, -47, 22, 82, 93, 24, -79, -74, 51, 77, -16, -22, 63, -53, -79, -33, 20, -54, -84, -59, -73, 91, 78, -18, 0, 42, -54, 100, -27, 2, 5, -67, -68, -20, 68, 37, -33, 46, -15, 0, 74, -71, -31, 47, 6, -64, 45, -58, -7, -44, -68, -94, 68, 91, -60, 16, -11, -54, -49, -23, -31, 10, -54, 66, 37, 77, -50, 28, -12, 59, 60, 30, 70, -50, 98, -67, 39, -13]
- [48, -38, 7, -75, 20, -19, -3, 89, -45, 68, -21, 100, -53, 47, -30, -31, 67, -94, -69, -85, 91, -52, -99, 60, 1, -17, -24, -18, -43, 79, -59, 79, -48, -61, 26, -34, 65, -37, -39, -100, 13, -64, -74, -89, -59, -87, 31, -41, -94, 44, -43, 32, 88, 52, -44, 32, -49, 58, 57, 5, -24, 3, -84, -64, -11, 66, -50, 48, -86, -55, 83, 18, 1, -67, 30, -21, -62, -81, 99, -2, 42, -76, -1, 76, -1, 53, 4, 38, 36, 61, 78, 90, -11, 34, 98, 38, 97, 35, -47, -19]
- [-99, -93, -90, -34, 20, 46, 91, 95, 2, -63, 32, 9, -59, 16, -15, -72, 31, -9, 94, 20, 90, 74, 87, 71, -69, 89, 44, -66, 1, -69, -15, -81, 54, 54, 78, -20, 81, -26, 53, -40, -46, 99, 22, -19, -35, 49, -28, 37, 34, -8, 1, 94, 16, -57, -92, -76, 88, 16, -68, 77, -44, -51, 2, 46, -59, -80, 69, 93, 1, -47, 26, -31, 17, -7, 18, 89, -34, 92, 9, -82, 100, 99, 45, 67, -37, -10, 77, 1, -76, -42, 0, 10, 100, 35, -15, -65, 39, 75, 4, 29]
- [-25, 89, 67, 98, -79, -5, 58, 89, -81, -70, -75, -91, 54, 82, 48, -67, -21, 66, 71, 43, -33, 61, -6, 46, 86, -76, -65, -74, 89, 58, -30, -27, -19, -87, -11, -3, 2, 29, -95, 88, -95, 33, 0, 10, -89, 35, -27, 98, -99, -29, 39, -24, 72, -15, -57, -92, 25, 24, -81, 85, -42, -66, -7, 83, -63, 44, -99, -44, 13, 92, -7, 59, -63, -92, 44, -46, 12, -43, -46, 74, -63, -71, 28, 96, 43, -99, 13, -54, 91, -36, -24, -70, 16, 70, 70, -92, 43, 39, -34, -61]
- [-58, 19, -36, -22, -12, 7, 39, 43, 24, 36, 85, 25, 52, 72, 45, 20, 67, -39, -93, 91, 54, 70, 92, -10, 0, 1, -79, -45, -88, 22, 85, 63, -55, -87, 61, 91, 57, -65, 31, -62, 85, -98, -100, -12, 21, -85, -93, 15, -100, 17, 89, 74, -31, 11, 70, 55, 3, 52, 32, -82, 16, -4, 8, -37, 97, -29, -23, -13, 31, -21, 27, 40, -95, 77, -83, -66, -80, -68, 35, -37, 25, 70, 39, 12, -48, 57, 87, -76, 7, -22, -11, -92, -73, -100, -83, 93, -62, -27, -43, 94]
- [-40, -90, -11, -53, 8, -100, 61, 31, -32, 34, 72, 73, 75, 50, -73, -71, 66, 59, 57, -76, 24, -69, 12, -81, -78, 31, 47, 34, 93, -50, -7, -87, -36, 33, 9, -94, -49, 29, -49, -48, -37, 1, -7, 35, 4, 34, 58, 56, 29, -43, -48, -95, -69, -5, -43, 46, -78, -29, 75, -80, 11, 75, -42, -63, 36, 48, -73, 84, 75, -49, 17, 88, 83, 94, 0, 18, -55, 24, 62, -84, 60, 60, 45, -71, 15, 50, 73, -88, -32, 59, 5, -53, -99, 17, 91, -67, -47, -10, 17, 29]
- [22, 29, 26, -70, -52, -89, 24, 22, -59, -7, 4, 94, -54, 31, 52, 15, 61, 37, -5, 93, 99, 55, -53, -7, 70, 46, -4, 55, -99, -41, -34, -62, -95, -98, -43, -10, -87, 21, 42, 10, -12, 71, -88, -52, -72, -65, -17, 52, 99, 7, 65, 92, 9, 85, -56, 96, -23, -84, -15, 89, 53, -98, 97, -9, 12, 73, -99, -53, 82, -87, -55, -40, -19, -17, -4, 100, -22, 26, 64, -44, 28, 97, -53, 30, -84, 82, -32, -74, 9, -39, -25, -63, 82, -59, -50, -3, -56, -6, 86, -87]
- [13, 73, 99, -47, -24, -62, -17, 27, 48, 56, 65, 94, -48, 55, -21, -39, 83, -33, 37, 23, -90, -78, 6, 88, -40, 79, 79, 48, -97, 42, -35, -71, 6, -48, -15, -65, -21, 41, 46, 21, -5, -57, 6, 53, -90, 43, 85, -92, -81, 80, -72, 48, -100, -31, -44, 53, 56, -50, -9, 38, -37, 88, 84, -22, 23, 10, -36, -37, -82, 26, -82, -28, 36, -57, 96, -15, -100, -25, -2, -49, 46, -92, 15, -2, -46, 95, -36, -69, 13, 94, -89, 46, -99, 38, -52, -17, 59, 94, -69, -40]
- [91, 55, -62, -40, -95, -82, 48, -8, 46, -100, 32, -52, 87, 50, 63, 4, -6, 70, 29, -30, -35, 49, 42, 67, -12, 79, -44, 16, 24, -56, 89, 40, 38, -87, 100, 29, -75, 53, -66, -54, -20, 64, -59, 100, 36, 9, -55, -25, 67, 43, 28, 17, -36, -43, 69, 21, 43, 47, 66, -15, 71, 6, 25, 50, -89, 3, 62, 44, -42, 6, -52, -5, 18, 93, 93, -51, -9, 93, 38, 95, -68, 18, -64, 71, 48, 58, -64, -72, 80, 64, -69, 45, 63, -80, 76, -12, -98, 74, -68, -47]
- [-82, -85, -95, 87, 65, 17, 18, 91, 72, -76, 44, -85, -66, 27, -75, -51, 52, -3, 98, 27, -32, 60, 97, -89, -11, -15, -84, -67, -95, 8, -54, 64, 75, 23, 82, -65, -53, 9, 75, 92, -68, -56, 4, 82, 62, -96, -18, 18, 17, 65, 7, -30, -53, -51, 67, 100, 31, -78, 79, -60, 78, -34, -51, 98, 49, -19, -12, 98, 35, 45, -61, 86, -52, -1, -53, 35, -38, -5, -80, 94, -29, 17, -56, -75, -93, 81, 32, -4, -84, -24, -43, 31, 73, 66, -7, 88, 43, -84, 8, -7]
- [-17, 59, 46, -88, 83, 42, 17, -77, -96, -78, 16, -42, 80, 78, 50, -22, 39, 17, -24, -66, -76, -8, -25, 5, 50, -86, -2, -12, 1, -72, 71, 95, 33, -75, 43, 57, 49, 8, 69, 80, 88, 71, -48, -53, -47, -87, -97, -76, -56, -24, -81, 28, -10, 18, 23, 24, -33, 3, 89, 3, 71, -32, 89, -83, -89, -97, 95, -52, -84, 20, 18, 57, -88, 80, 8, -1, -16, 65, -26, -51, 53, -35, 56, -73, 94, -71, -79, 8, 86, -98, 100, 15, -89, -30, -95, 77, 33, -12, 0, 76]
- [-9, -35, 60, 8, -6, 93, 38, 92, 28, -59, -72, 59, 63, 91, 11, 36, 92, 6, 100, -100, 19, -86, 19, -13, -68, 54, 70, -52, 93, 6, -52, -96, -99, -88, -73, 50, 2, 94, -97, 37, 99, -91, 45, -74, 53, -87, -8, -85, -72, -78, -6, -73, -49, 79, 44, -55, 62, 41, -31, 29, -4, 95, 37, 90, -55, 70, 71, 78, -23, 41, -21, 66, -2, -9, -8, -37, -81, -83, 0, 65, -71, 74, -18, -95, 75, -22, -71, 21, -45, 53, 21, 41, -2, 68, 80, -9, 26, -8, 61, -75]
- [1, 82, 70, 0, 55, -46, 85, 68, 26, 8, 28, -10, 87, -60, -59, 99, -28, -8, -49, -94, -41, -77, 43, 50, -23, 21, 87, 77, -81, -1, 85, -91, -81, -91, 72, 49, -49, -46, 25, -39, 29, 57, 77, 83, 14, -83, -10, -30, 80, 27, -63, -46, -96, 13, 95, -50, -51, -62, -27, 4, 11, 20, -22, 60, 29, 88, 38, -80, -66, 47, -78, 86, -77, -12, 10, -57, 1, 61, -65, -100, -14, -70, -65, 6, -55, 12, 35, -81, 74, -49, -38, 83, -65, 39, -1, -45, -90, 31, 7, -26]
- [-43, 42, 48, -35, 53, 16, 1, 60, 40, 79, -35, 30, 0, -34, 90, -4, 67, 20, -45, -64, -77, 98, 13, -79, -86, 28, 44, -16, -33, 31, -82, -96, 52, -16, 42, -90, 92, -68, 76, 95, 76, -34, -16, 14, -65, 55, -17, -96, 50, -98, 44, -65, -2, 85, 56, -18, -14, 66, 3, -76, -28, 10, -53, 37, -55, -97, 76, 28, -4, -68, -84, -18, 24, -33, -47, 65, 60, -56, 0, 4, 33, 63, -89, 5, 54, 49, -86, 92, 86, 41, -27, 61, -52, 38, 28, -72, 51, 75, -32, 74]
- [-70, 23, -58, 63, 4, -91, -89, -40, -76, 96, 68, -17, -26, -14, 2, -27, -62, 24, -66, 50, 76, -23, -43, -86, 70, -46, -34, -58, 7, -77, -92, 48, 2, -48, -1, -79, -78, -19, 2, -26, -3, 74, 25, -56, 19, -95, -53, -24, 37, -86, 34, -52, -53, 52, -44, -47, 51, -10, -20, 25, 77, -72, 75, -47, -57, -15, -71, 66, -47, 39, -89, 31, -28, -33, 56, -24, -31, 44, 43, -83, 91, -79, 81, 43, -59, 87, -35, -92, -66, 82, -86, 53, 2, 39, 51, -45, 100, -32, 63, -81]
